source_dataset‡references‡liens.donnees‡inspire.file_identifier‡language‡name‡modified‡dcat.created‡dcat.accessRights‡title‡inspire.contact_individual_name‡publisher‡description‡keyword‡inspire.type‡donnees‡license‡license_url‡Language‡inspire.extend_bounding_box_westbound_longitude‡inspire.extend_bounding_box_eastbound_longitude‡inspire.extend_bounding_box_northbound_latitude‡inspire.extend_bounding_box_southbound_latitude‡dcat.temporal
https://doi.org/10.57745/E9YXW6‡https://doi.org/10.57745/E9YXW6‡https://doi.org/10.57745/E9YXW6‡univ-lille://10.57745/E9YXW6‡en‡doi:10.57745/E9YXW6‡2025-02-21T09:10:55Z‡2025-02-21T09:09:13Z‡‡Middle Eocene Radiolarian image dataset from ODP Leg 207 (Demerara Rise)‡Carlsson, Veronica‡Carlsson, Veronica‡"<a href=""https://doi.org/10.57745/E9YXW6"" target=""_blank"">Lien vers les données</a><br>Labeled images of middle Eocene, ca 40 million years ago (Ma), radiolarians, including other microfossils, other particles, broken fragments etc... The radiolarians in this dataset are classified into species, genus, family, superfamily or higher order levels. This dataset was used for a PhD project and in a paper titled: Convolutional neural network application on a new middle Eocene radiolarian dataset, to train a Resnet50 convolutional neural network, with an accuracy of about 86.6 %."‡AI; CNN; Lillodata; Micropaleontology; Radiolaria; convolutional neural network; middle Eocene; radiolarian‡Dataset; Image‡"<a href=""https://doi.org/10.57745/GPXQYU"" target=""_blank"">Middle_Eocene_radiolarian_dataset.zip</a><br><a href=""https://doi.org/10.57745/CKUPC8"" target=""_blank"">Readme.txt</a>"‡etalab 2.0‡https://spdx.org/licenses/etalab-2.0.html‡‡‡‡‡‡
https://doi.org/10.57745/3C63J0‡https://doi.org/10.57745/3C63J0‡https://doi.org/10.57745/3C63J0‡univ-lille://10.57745/3C63J0‡en‡doi:10.57745/3C63J0‡2025-01-16T09:59:17Z‡2024-10-09T08:10:04Z‡‡Multi-vehicles dataset with Spoofing of GNSS position‡Dherbomez, Gerald‡Dherbomez Gerald‡"<a href=""https://doi.org/10.57745/3C63J0"" target=""_blank"">Lien vers les données</a><br>** Dataset Overview ** This project contains the dataset collected from the Renault Zoe demonstrator vehicles, part of the PRETIL platform, which belongs to the CRIStAL laboratory at the University of Lille. The data was gathered as part of an experimental study focused on the impact of GNSS spoofing on safety-critical land transportation localization systems within a cooperative fleet.  This dataset was instrumental in conducting the study presented in the paper titled ""Assessing GNSS Spoofing Impact on A Safety-Critical Land Transportation Localization Function Within a Cooperative Fleet: An End-Users Focused Experimental Study"" published in ION GNSS+ 2024.  ** Data context ** The dataset is structured around three Renault Zoe vehicles (referred to as CAR1, CAR2, and CAR3) equipped with various sensors for GNSS, IMU, LiDAR, and CAN bus data. Each vehicle recorded its data using different ROS (Robot Operating System) versions, with CAR1 (White) operating on ROS1 and the remaining two cars (CAR2 Blue and CAR3 Grey) on ROS2. The dataset includes the following sensor data:  - GNSS positions from multiple receivers - 3D point clouds from LIDAR systems - IMU (Inertial Measurement Unit) data from onboard sensors - CAN bus data recording the internal vehicle state (speed, steering, etc.) - Synchronous timestamps and transforms (TF frames) to enable precise localization and mapping - Spoofed position of CAR1 generated using Safran Skydel GNSS emulator."‡Automotive; Autonomous driving; Lillodata; Multi-vehicle System; Robotics; Spoofing of GNSS signals‡Dataset‡"<a href=""https://doi.org/10.57745/U17ODN"" target=""_blank"">BlueCar.sbf</a><br><a href=""https://doi.org/10.57745/7GM8ES"" target=""_blank"">Blue_data.zip</a><br><a href=""https://doi.org/10.57745/DM1KXS"" target=""_blank"">Grey_data.zip</a><br><a href=""https://doi.org/10.57745/E0VNUC"" target=""_blank"">Readme.md</a><br><a href=""https://doi.org/10.57745/WCZTDY"" target=""_blank"">UbloxSpoofedCar1.mat</a><br><a href=""https://doi.org/10.57745/K4I4WK"" target=""_blank"">WhiteCar.sbf</a><br><a href=""https://doi.org/10.57745/AIJCFM"" target=""_blank"">White_data.zip</a>"‡etalab 2.0‡https://spdx.org/licenses/etalab-2.0.html‡English‡3.131297‡3.147562‡50.612842‡50.602384‡Start Date: 2021-01-01 ; End Date: 2027-12-31
https://doi.org/10.57745/9RWLKZ‡https://doi.org/10.57745/9RWLKZ‡https://doi.org/10.57745/9RWLKZ‡univ-lille://10.57745/9RWLKZ‡en‡doi:10.57745/9RWLKZ‡2024-09-02T06:31:01Z‡2024-08-29T12:55:38Z‡"<p xmlns:cc=""http://creativecommons.org/ns#"" >This work is licensed under <a href=""https://creativecommons.org/licenses/by/4.0/?ref=chooser-v1"" target=""_blank"" rel=""license noopener noreferrer"" style=""display:inline-block;"">CC BY 4.0</a> <img  src=""https://mirrors.creativecommons.org/presskit/icons/cc.svg?ref=chooser-v1"" height=""22px"" alt=""""> <img src=""https://mirrors.creativecommons.org/presskit/icons/by.svg?ref=chooser-v1"" height=""22px"" alt="""" ></p>"‡Data and statistics of direct numerical simulations of two converging-diverging channel flows‡Laval, Jean-Philippe‡Laval, Jean-Philippe‡"<a href=""https://doi.org/10.57745/9RWLKZ"" target=""_blank"">Lien vers les données</a><br>The dataset includes the raw data and several statistics of two Direct Numerical Simulation (DNS) of converging diverging channel flow (channel flow with a smooth bump profile on the lower wall). The two cases have been designed using the same geometry than the one used in several experiments in the LMFL’s wind tunnel for the analysis of wall turbulence with pressure gradient and for flow control. The current database was generated in order to provide data to test and validate turbulence models. In addition to classical turbulence statistics, all the terms of the Reynolds Stress budget equation are available in the bump local coordinate system."‡Channel flow; Direct Numerical Simulation; Lillodata; Turbulence‡Dataset‡"<a href=""https://doi.org/10.57745/BBPOJR"" target=""_blank"">APG_400_Iso_Q_3D_Full.avi</a><br><a href=""https://doi.org/10.57745/3M7LXQ"" target=""_blank"">APG_400_README.txt</a><br><a href=""https://doi.org/10.57745/9ECGZR"" target=""_blank"">APG_400_Reynolds_stress_lower.txt</a><br><a href=""https://doi.org/10.57745/HOWETI"" target=""_blank"">APG_400_Reynolds_stress_upper.txt</a><br><a href=""https://doi.org/10.57745/59BALX"" target=""_blank"">APG_400_statistics_2d_definition.pdf</a><br><a href=""https://doi.org/10.57745/4S2XID"" target=""_blank"">APG_400_statistics_2d.nc</a><br><a href=""https://doi.org/10.57745/RHDDQK"" target=""_blank"">APG_400_statistics_2d_plot.py</a><br><a href=""https://doi.org/10.57745/NO1MGJ"" target=""_blank"">APG_400_statistics_streamwise.txt</a><br><a href=""https://doi.org/10.57745/NJRBNH"" target=""_blank"">APG_400_Streaks_y10+_two_walls.avi</a><br><a href=""https://doi.org/10.57745/QBVY77"" target=""_blank"">APG_600_Iso_Q_3D_Full.avi</a><br><a href=""https://doi.org/10.57745/CLMXWG"" target=""_blank"">APG_600_README.txt</a><br><a href=""https://doi.org/10.57745/ZBX5IR"" target=""_blank"">APG_600_Reynolds_stress_lower.txt</a><br><a href=""https://doi.org/10.57745/RSZQK9"" target=""_blank"">APG_600_Reynolds_stress_upper.txt</a><br><a href=""https://doi.org/10.57745/71AJ7I"" target=""_blank"">APG_600_statistics_2d_def.pdf</a><br><a href=""https://doi.org/10.57745/DOHIEW"" target=""_blank"">APG_600_statistics_2d.nc</a><br><a href=""https://doi.org/10.57745/QVGLJD"" target=""_blank"">APG_600_statistics_2d_plot.py</a><br><a href=""https://doi.org/10.57745/FOA8SB"" target=""_blank"">APG_600_statistics_streamwise.txt</a><br><a href=""https://doi.org/10.57745/LXSYXR"" target=""_blank"">APG_600_streaks_vortices_lower_wall.avi</a><br><a href=""https://doi.org/10.57745/WMFUQO"" target=""_blank"">APG_600_streaks_vortices_upper_wall.avi</a><br><a href=""https://doi.org/10.57745/K6NQVG"" target=""_blank"">BOSS-000012.435000.nc</a><br><a href=""https://doi.org/10.57745/9Y3HSX"" target=""_blank"">BOSS-000068.175000.nc</a><br><a href=""https://doi.org/10.57745/QRLLFA"" target=""_blank"">BOSS-083.7600.nc</a><br><a href=""https://doi.org/10.57745/BRCSQQ"" target=""_blank"">BOSS-113.5000.nc</a><br><a href=""https://doi.org/10.57745/ZKSYCN"" target=""_blank"">documentation.pdf</a>"‡‡‡English‡‡‡‡‡
https://doi.org/10.57745/J4YL4I‡https://doi.org/10.57745/J4YL4I‡https://doi.org/10.57745/J4YL4I‡univ-lille://10.57745/J4YL4I‡en‡doi:10.57745/J4YL4I‡2025-02-21T09:14:38Z‡2025-02-21T09:12:10Z‡‡Codes for image preparation and MobileNet CNN‡Carlsson, Veronica‡Carlsson, Veronica‡"<a href=""https://doi.org/10.57745/J4YL4I"" target=""_blank"">Lien vers les données</a><br><p>The following Python scripts are used for automatic image classification of radiolarians or more specifically from closely related species of the genus Podocyrtis by using the MobileNet version 1 convolutional neural network (CNN) by Carlsson et al., 2022.</p>  <p>The first file consists of a script that rotate images into the same angle and resize them into an equal size. The second file consist of a prediction script and the third one a MobileNet version 1 CNN script for training an image dataset.</p>"‡Lillodata; classification method; podocyrtis; radiolarians‡Model; Other‡"<a href=""https://doi.org/10.57745/IPXUYU"" target=""_blank"">Image_rotation.txt</a><br><a href=""https://doi.org/10.57745/KPOLGQ"" target=""_blank"">MobileNet_code-prediction-by-the-trained-model (2) (1).ipynb</a><br><a href=""https://doi.org/10.57745/CSOEIJ"" target=""_blank"">MobileNet_mobilenet-on-radiolarians (1).ipynb</a>"‡etalab 2.0‡https://spdx.org/licenses/etalab-2.0.html‡‡‡‡‡‡
https://doi.org/10.57745/E2GOOP‡https://doi.org/10.57745/E2GOOP‡https://doi.org/10.57745/E2GOOP‡univ-lille://10.57745/E2GOOP‡en‡doi:10.57745/E2GOOP‡2025-01-28T13:56:31Z‡2025-01-16T10:39:00Z‡‡"Data from article entitled ""Electroisomerization Blinking of an Azobenzene Derivative Molecule"""‡LENFANT, Stephane‡LENFANT, Stephane‡"<a href=""https://doi.org/10.57745/E2GOOP"" target=""_blank"">Lien vers les données</a><br>Data corresponding to the article entitled ""Electroisomerization Blinking of an Azobenzene Derivative Molecule"" published in Nanotechnology Journal (IOP)  Raw Data for Images of the Figures 2a, 2b, 3a, 3b, 3c et 3d - Format Nanonis /  Images for Figures 2a, 2b, 3a, 3b, 3c et 3d - Format WsXm 5.0 /  Figures 3m-n-o-p, SI-2, SI-7b, SI-8b, SI-8c, SI-8d, SI-8e, SI-8f - Format Origin 2023 /  Raw data for NMR ""NMR.topspin.zip"" File can be opened with TopSpin 4.0.8 software from Bruker BioSpin GmbH"‡Lillodata; STM; azobenzene; blinking; electroisomerization‡Image; Other‡"<a href=""https://doi.org/10.57745/RRWJBB"" target=""_blank"">Figure 2a Raw Data.sxm</a><br><a href=""https://doi.org/10.57745/WPBIN4"" target=""_blank"">Figure 2a.stp</a><br><a href=""https://doi.org/10.57745/PI5RQB"" target=""_blank"">Figure 2b Raw Data.sxm</a><br><a href=""https://doi.org/10.57745/GCPCVS"" target=""_blank"">Figure 2b.stp</a><br><a href=""https://doi.org/10.57745/H26X9G"" target=""_blank"">Figure 3a Raw Data.sxm</a><br><a href=""https://doi.org/10.57745/IRCXE2"" target=""_blank"">Figure 3a.stp</a><br><a href=""https://doi.org/10.57745/SF9VRO"" target=""_blank"">Figure 3b Raw Data.sxm</a><br><a href=""https://doi.org/10.57745/JYKZGZ"" target=""_blank"">Figure 3b.stp</a><br><a href=""https://doi.org/10.57745/KFJC2Q"" target=""_blank"">Figure 3c.stp</a><br><a href=""https://doi.org/10.57745/SVVK1G"" target=""_blank"">Figure 3d Raw Data.sxm</a><br><a href=""https://doi.org/10.57745/G7W2KY"" target=""_blank"">Figure 3d.stp</a><br><a href=""https://doi.org/10.57745/CQCTEH"" target=""_blank"">Figure 3-m-n-o-p.opju</a><br><a href=""https://doi.org/10.57745/ZIMBHT"" target=""_blank"">Figure SI-2.opju</a><br><a href=""https://doi.org/10.57745/VHE8ZU"" target=""_blank"">Figure SI-7b.opju</a><br><a href=""https://doi.org/10.57745/R0LVUW"" target=""_blank"">Figure SI-8b.opju</a><br><a href=""https://doi.org/10.57745/F2P51B"" target=""_blank"">Figure SI-8c.opju</a><br><a href=""https://doi.org/10.57745/IYMGPJ"" target=""_blank"">Figure SI-8d.opju</a><br><a href=""https://doi.org/10.57745/O0VPHU"" target=""_blank"">Figure SI-8e.opju</a><br><a href=""https://doi.org/10.57745/C0OZS2"" target=""_blank"">Figure SI-8f.opju</a><br><a href=""https://doi.org/10.57745/CAPX0I"" target=""_blank"">NMR.topspin.zip</a><br><a href=""https://doi.org/10.57745/5QOXUW"" target=""_blank"">README.txt</a>"‡etalab 2.0‡https://spdx.org/licenses/etalab-2.0.html‡English‡‡‡‡‡Start Date: 2020-07-01 ; End Date: 2021-07-27
https://doi.org/10.57745/AWTBRZ‡https://doi.org/10.57745/AWTBRZ‡https://doi.org/10.57745/AWTBRZ‡univ-lille://10.57745/AWTBRZ‡en‡doi:10.57745/AWTBRZ‡2025-04-10T11:33:33Z‡2025-04-10T11:25:34Z‡Licence d'attribution Creative Commons CC-BY 2.0, compatible avec la licence Etalab 2.0‡"Dataset for ""Measuring the presence and incidence of cholera in Hindustan: New data from primary sources for the colonial era"""‡Farvaque Etienne‡Farvaque Etienne‡"<a href=""https://doi.org/10.57745/AWTBRZ"" target=""_blank"">Lien vers les données</a><br>New dataset covering 90 years of Cholera spreading in Hindustan from 1814 to 1904, issued from a collection of primary sources from medical reports and secondary sources. Harmonization procedure has been used to make these data comparable and corresponding to the current borders of India, Pakistan, Nepal, and Bangladesh."‡Cholera; Lillodata‡Dataset‡"<a href=""https://doi.org/10.57745/JL0WOZ"" target=""_blank"">Cholera Dataset India_MAEtF_REV2_for publication version.tab</a><br><a href=""https://doi.org/10.57745/MWGOEF"" target=""_blank"">Entry_tag_list_NSD2023_Rev.tab</a><br><a href=""https://doi.org/10.57745/YY8I9B"" target=""_blank"">Location names Old and New_NSD2023_Rev2.tab</a>"‡‡‡‡‡‡‡‡
https://doi.org/10.57745/C2ZGIZ‡https://doi.org/10.57745/C2ZGIZ‡https://doi.org/10.57745/C2ZGIZ‡cnrs://10.57745/C2ZGIZ‡en‡doi:10.57745/C2ZGIZ‡2026-03-26T14:54:16Z‡2026-03-26T11:56:40Z‡‡MassiveFold data for target H1267 - T300‡BRYSBAERT, Guillaume‡RAOURAOUA, Nessim‡"<a href=""https://doi.org/10.57745/C2ZGIZ"" target=""_blank"">Lien vers les données</a><br>MassiveFold data generated for <a href=""https://predictioncenter.org/"" target=""_blank"">CASP16</a>, in collaboration with <a href=""https://www.ebi.ac.uk/pdbe/complex-pred/capri/"" target=""_blank""> CAPRI </a>. <br> 8040 predictions were generated for the target = 1005 x 8 sets of parameters.<br> - a description of the setup can be found in `MassiveFold_CASP16_Abstract.pdf`<br>  - `README.txt` describes the contents of the main `MassiveFold.tar.gz` file <br> - the main `MassiveFold.tar.gz file contains all the predictions, divided into 8 folders named after the conditions. It contains predictions as well as pickle files, sequence alignments, rankings and plots. The README.txt file describes the contents of this tar.gz. <br> - the `only_pdbs_MassiveFold.tar.gz` is the result of the `gather_runs.py` script, without the pickle files. It contains a list of all the pdb files and ranking files with scores. <br> - `gather_runs.py` allows to gather the runs, to use preferentially to the one included in the main `MassiveFold.tar.gz` at the time of the prediction phase, because it has been updated <br> - `combined_scores.csv` file contains the CASP assessment for the target (from <a href=https://predictioncenter.org/>https://predictioncenter.org/</a>)<br> - `CAPRI_assessment.csv` file contains the CAPRI assessment of MassiveFold predictions for the target. The `chains` column that gives the chains involved in the interface was filled a posteriori from CAPRI generated files and is provided without any warranty.<br> - `CAPRI_scoring.pdb.gz` is a multi-pdbs containing all the MassiveFold predictions for the target. It was used for the CAPRI scoring phase. <br>"‡Deep Learning; Lillodata; Molecular Structure; Prediction Algorithms; Proteins‡Dataset; Model; Physical Object‡"<a href=""https://doi.org/10.57745/EMRNIM"" target=""_blank"">gather_runs.py</a><br><a href=""https://doi.org/10.57745/BXNQSF"" target=""_blank"">H1267_T300_combined_scores.tab</a><br><a href=""https://doi.org/10.57745/FPVHZP"" target=""_blank"">H1267_T300_MassiveFold.tar.gz</a><br><a href=""https://doi.org/10.57745/YVE7QD"" target=""_blank"">H1267_T300_only_pdbs_MassiveFold.tar.gz</a><br><a href=""https://doi.org/10.57745/CSVWAT"" target=""_blank"">LICENSE</a><br><a href=""https://doi.org/10.57745/PHAW6A"" target=""_blank"">MassiveFold_CASP16_Abstract.pdf</a><br><a href=""https://doi.org/10.57745/9XNINH"" target=""_blank"">README.txt</a><br><a href=""https://doi.org/10.57745/ESKNI7"" target=""_blank"">T300_CAPRI_assessment.tab</a><br><a href=""https://doi.org/10.57745/CY74JA"" target=""_blank"">T300_CAPRI_scoring.pdb.gz</a>"‡etalab 2.0‡https://spdx.org/licenses/etalab-2.0.html‡English‡‡‡‡‡
https://doi.org/10.57745/OXYNKT‡https://doi.org/10.57745/OXYNKT‡https://doi.org/10.57745/OXYNKT‡cnrs://10.57745/OXYNKT‡en‡doi:10.57745/OXYNKT‡2026-03-26T13:14:37Z‡2026-03-26T13:13:34Z‡‡MassiveFold data for target T1295‡BRYSBAERT, Guillaume‡RAOURAOUA, Nessim‡"<a href=""https://doi.org/10.57745/OXYNKT"" target=""_blank"">Lien vers les données</a><br>MassiveFold data generated for <a href=""https://predictioncenter.org/"" target=""_blank"">CASP16</a>, in collaboration with <a href=""https://www.ebi.ac.uk/pdbe/complex-pred/capri/"" target=""_blank""> CAPRI </a>. <br> 4080 predictions were generated for the target = 510 x 8 sets of parameters.<br> - a description of the setup can be found in `MassiveFold_CASP16_Abstract.pdf`<br>  - `README.txt` describes the contents of the main `MassiveFold.tar.gz` file <br> - the main `MassiveFold.tar.gz file contains all the predictions, divided into 8 folders named after the conditions. It contains predictions as well as pickle files, sequence alignments, rankings and plots. The README.txt file describes the contents of this tar.gz. <br> - the `only_pdbs_MassiveFold.tar.gz` is the result of the `gather_runs.py` script, without the pickle files. It contains a list of all the pdb files and ranking files with scores. <br> - `gather_runs.py` allows to gather the runs, to use preferentially to the one included in the main `MassiveFold.tar.gz` at the time of the prediction phase, because it has been updated <br> - `combined_scores.csv` file contains the CASP assessment for the target (from <a href=https://predictioncenter.org/>https://predictioncenter.org/</a>)<br>"‡Deep Learning; Lillodata; Molecular Structure; Prediction Algorithms; Proteins‡Dataset; Model; Physical Object‡"<a href=""https://doi.org/10.57745/IBO7KQ"" target=""_blank"">gather_runs.py</a><br><a href=""https://doi.org/10.57745/NHWYBD"" target=""_blank"">LICENSE</a><br><a href=""https://doi.org/10.57745/EOGTXV"" target=""_blank"">MassiveFold_CASP16_Abstract.pdf</a><br><a href=""https://doi.org/10.57745/0OULWC"" target=""_blank"">README.txt</a><br><a href=""https://doi.org/10.57745/MUPAXL"" target=""_blank"">T1295_combined_scores.tab</a><br><a href=""https://doi.org/10.57745/XJ7RAR"" target=""_blank"">T1295_MassiveFold.tar.gz</a><br><a href=""https://doi.org/10.57745/DMAMX9"" target=""_blank"">T1295_only_pdbs_MassiveFold.tar.gz</a>"‡etalab 2.0‡https://spdx.org/licenses/etalab-2.0.html‡English‡‡‡‡‡
https://doi.org/10.57745/VZ8HOR‡https://doi.org/10.57745/VZ8HOR‡https://doi.org/10.57745/VZ8HOR‡univ-lille://10.57745/VZ8HOR‡en‡doi:10.57745/VZ8HOR‡2025-02-26T13:06:35Z‡2025-02-26T10:11:31Z‡CC-BY / Etalab 2.0‡"Dataset associated with the article ""New insights into visual word recognition : analyzing error distribution in typical readers"""‡Mahé, Gwendoline‡Mahé Gwendoline‡"<a href=""https://doi.org/10.57745/VZ8HOR"" target=""_blank"">Lien vers les données</a><br>This is the lexical decision data of 42 french adult typical readers. The aim was to analyze the dynamics of lexical decision errors with the analyses of correct and incorrect reaction times and Conditional Accucary Functions (CAFs: analyses of the distribution of correct responses according to reaction times)."‡Lillodata; error dynamics; lexical decision, visual word recognition, conditional accuracy function‡Dataset‡"<a href=""https://doi.org/10.57745/IO35BH"" target=""_blank"">CAF_DATA.csv</a><br><a href=""https://doi.org/10.57745/LLG8LE"" target=""_blank"">FILTER_DATA.csv</a><br><a href=""https://doi.org/10.57745/UZW48A"" target=""_blank"">RAW_DATA.csv</a><br><a href=""https://doi.org/10.57745/FCYBGO"" target=""_blank"">READING_DATA.csv</a><br><a href=""https://doi.org/10.57745/46S4YK"" target=""_blank"">ReadMe_CAF_DL_ADULTS.txt</a>"‡‡‡English‡‡‡‡‡
https://doi.org/10.57745/CGFEWI‡https://doi.org/10.57745/CGFEWI‡https://doi.org/10.57745/CGFEWI‡cnrs://10.57745/CGFEWI‡en‡doi:10.57745/CGFEWI‡2026-03-27T07:48:34Z‡2026-03-26T11:38:29Z‡‡MassiveFold data for target H1227 - T272‡BRYSBAERT, Guillaume‡RAOURAOUA, Nessim‡"<a href=""https://doi.org/10.57745/CGFEWI"" target=""_blank"">Lien vers les données</a><br>MassiveFold data generated for <a href=""https://predictioncenter.org/"" target=""_blank"">CASP16</a>, in collaboration with <a href=""https://www.ebi.ac.uk/pdbe/complex-pred/capri/"" target=""_blank""> CAPRI </a>. <br> In this dataset, the LetB sequences were trimmed to 1-279. <br> 8040 predictions were generated for the target = 1005 x 8 sets of parameters.<br> - a description of the setup can be found in `MassiveFold_CASP16_Abstract.pdf`<br>  - `README.txt` describes the contents of the main `MassiveFold.tar.gz` file <br> - the main `MassiveFold.tar.gz file contains all the predictions, divided into 8 folders named after the conditions. It contains predictions as well as pickle files, sequence alignments, rankings and plots. The README.txt file describes the contents of this tar.gz. <br> - the `only_pdbs_MassiveFold.tar.gz` is the result of the `gather_runs.py` script, without the pickle files. It contains a list of all the pdb files and ranking files with scores. <br> - `gather_runs.py` allows to gather the runs, to use preferentially to the one included in the main `MassiveFold.tar.gz` at the time of the prediction phase, because it has been updated <br> - `combined_scores.csv` file contains the CASP assessment for the target (from <a href=https://predictioncenter.org/>https://predictioncenter.org/</a>)<br> - `CAPRI_assessment.csv` file contains the CAPRI assessment of MassiveFold predictions for the target. The `chains` column that gives the chains involved in the interface was filled a posteriori from CAPRI generated files and is provided without any warranty.<br> - `CAPRI_scoring.pdb.gz` is a multi-pdbs containing all the MassiveFold predictions for the target. It was used for the CAPRI scoring phase. <br>"‡Deep Learning; Lillodata; Molecular Structure; Prediction Algorithms; Proteins‡Dataset; Model; Physical Object‡"<a href=""https://doi.org/10.57745/8CR4OA"" target=""_blank"">gather_runs.py</a><br><a href=""https://doi.org/10.57745/EKW6YR"" target=""_blank"">H1227_T272_combined_scores.tab</a><br><a href=""https://doi.org/10.57745/Z964KF"" target=""_blank"">H1227_T272_MassiveFold.tar.gz</a><br><a href=""https://doi.org/10.57745/MTHRJZ"" target=""_blank"">H1227_T272_only_pdbs_MassiveFold.tar.gz</a><br><a href=""https://doi.org/10.57745/RORI4S"" target=""_blank"">LICENSE</a><br><a href=""https://doi.org/10.57745/XSWM0Y"" target=""_blank"">MassiveFold_CASP16_Abstract.pdf</a><br><a href=""https://doi.org/10.57745/UIZVHF"" target=""_blank"">README.txt</a><br><a href=""https://doi.org/10.57745/US6RVJ"" target=""_blank"">T272_CAPRI_assessment.tab</a><br><a href=""https://doi.org/10.57745/NSKLZB"" target=""_blank"">T272_CAPRI_scoring.pdb.gz</a>"‡etalab 2.0‡https://spdx.org/licenses/etalab-2.0.html‡English‡‡‡‡‡
